aflrun_seed_10/default/pacfix.log:[valuation] [dry-run] [val default/memory/neg/id:000001] [file /home/yuntong/vulnfix/data/libtiff/cve_2016_5321/aflrun_seed_10/default/queue/id:000000,time:0,execs:0,orig:exploit] [time 147]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000180] [file memory/input/pos_000180_src:000778,time:4766677,execs:268181,op:run-havoc,rep:2] [time 4766677]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000181] [file memory/input/pos_000181_src:000778,time:4769070,execs:268314,op:run-havoc,rep:2] [time 4769070]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000182] [file memory/input/pos_000182_src:000778,time:4769143,execs:268316,op:run-havoc,rep:4] [time 4769143]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000183] [file memory/input/pos_000183_src:000778,time:4770074,execs:268398,op:run-havoc,rep:2] [time 4770074]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000184] [file memory/input/pos_000184_src:000778,time:4770928,execs:268451,op:run-havoc,rep:2] [time 4770929]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000185] [file memory/input/pos_000185_src:000778,time:4773078,execs:268596,op:run-havoc,rep:4] [time 4773078]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000186] [file memory/input/pos_000186_src:000778,time:4773567,execs:268621,op:run-havoc,rep:2] [time 4773567]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000187] [file memory/input/pos_000187_src:000778,time:4778012,execs:268810,op:run-havoc,rep:2] [time 4778015]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000188] [file memory/input/pos_000188_src:000778,time:4778271,execs:268827,op:run-havoc,rep:2] [time 4778271]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000189] [file memory/input/pos_000189_src:000778+000582,time:4779675,execs:268942,op:run-splice,rep:2] [time 4779675]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000190] [file memory/input/pos_000190_src:000778+000582,time:4780144,execs:268972,op:run-splice,rep:4] [time 4780144]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000191] [file memory/input/pos_000191_src:000778+000578,time:4800735,execs:269460,op:run-splice,rep:2] [time 4800735]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000192] [file memory/input/pos_000192_src:000778+000578,time:4801274,execs:269489,op:run-splice,rep:2] [time 4801274]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000193] [file memory/input/pos_000193_src:000778+000578,time:4801939,execs:269524,op:run-splice,rep:2] [time 4801939]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000194] [file memory/input/pos_000194_src:000778+000278,time:4822216,execs:269915,op:run-splice,rep:2] [time 4822216]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000195] [file memory/input/pos_000195_src:000597,time:4939305,execs:272441,op:run-havoc,rep:4] [time 4939305]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000196] [file memory/input/pos_000196_src:000597,time:4939978,execs:272468,op:run-havoc,rep:2] [time 4939978]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000197] [file memory/input/pos_000197_src:000597,time:4940772,execs:272522,op:run-havoc,rep:4] [time 4940772]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000198] [file memory/input/pos_000198_src:000597,time:4940914,execs:272529,op:run-havoc,rep:8] [time 4940914]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000199] [file memory/input/pos_000199_src:000597,time:4941457,execs:272569,op:run-havoc,rep:8] [time 4941460]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000200] [file memory/input/pos_000200_src:000661,time:4944352,execs:272856,op:run-havoc,rep:2] [time 4944352]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000201] [file memory/input/pos_000201_src:000661,time:4946209,execs:272898,op:run-havoc,rep:4] [time 4946210]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000202] [file memory/input/pos_000202_src:000671,time:4958934,execs:273313,op:run-havoc,rep:2] [time 4958934]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000203] [file memory/input/pos_000203_src:000646,time:4964841,execs:273646,op:run-havoc,rep:2] [time 4964841]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000204] [file memory/input/pos_000204_src:000646+000317,time:4967902,execs:273823,op:run-splice,rep:4] [time 4967902]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000205] [file memory/input/pos_000205_src:000646+000541,time:4971170,execs:273931,op:run-splice,rep:2] [time 4971170]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000206] [file memory/input/pos_000206_src:000634,time:4984875,execs:274037,op:run-havoc,rep:2] [time 4984875]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000207] [file memory/input/pos_000207_src:000664,time:4992252,execs:274249,op:run-havoc,rep:4] [time 4992254]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000208] [file memory/input/pos_000208_src:000664,time:4994421,execs:274304,op:run-havoc,rep:4] [time 4994421]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000209] [file memory/input/pos_000209_src:000783,time:4999632,execs:274676,op:run-havoc,rep:4] [time 4999632]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000210] [file memory/input/pos_000210_src:000774,time:5003458,execs:275026,op:run-havoc,rep:4] [time 5003458]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000211] [file memory/input/pos_000211_src:000774,time:5003581,execs:275039,op:run-havoc,rep:2] [time 5003581]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000212] [file memory/input/pos_000212_src:000782+000125,time:5018992,execs:275447,op:run-splice,rep:16] [time 5018992]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000213] [file memory/input/pos_000213_src:000784,time:5024069,execs:275750,op:run-havoc,rep:4] [time 5024069]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000214] [file memory/input/pos_000214_src:000773,time:5028185,execs:276080,op:run-havoc,rep:8] [time 5028185]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000215] [file memory/input/pos_000215_src:000773,time:5028954,execs:276095,op:run-havoc,rep:4] [time 5028954]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000216] [file memory/input/pos_000216_src:000737,time:5041273,execs:277073,op:run-havoc,rep:4] [time 5041273]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000217] [file memory/input/pos_000217_src:000758,time:5054581,execs:277869,op:run-havoc,rep:2] [time 5054581]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000218] [file memory/input/pos_000218_src:000766,time:5066668,execs:278143,op:run-havoc,rep:8] [time 5066668]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000219] [file memory/input/pos_000219_src:000767,time:5070987,execs:278424,op:run-havoc,rep:2] [time 5071008]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000220] [file memory/input/pos_000220_src:000767+000747,time:5075623,execs:278494,op:run-splice,rep:2] [time 5075623]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000221] [file memory/input/pos_000221_src:000767+000251,time:5075843,execs:278529,op:run-splice,rep:2] [time 5075843]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000222] [file memory/input/pos_000222_src:000712,time:5077356,execs:278711,op:run-havoc,rep:4] [time 5077356]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000223] [file memory/input/pos_000223_src:000712,time:5077943,execs:278752,op:run-havoc,rep:8] [time 5077943]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000224] [file memory/input/pos_000224_src:000712+000817,time:5079983,execs:278845,op:run-splice,rep:2] [time 5079983]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000225] [file memory/input/pos_000225_src:000765,time:5082346,execs:279024,op:run-havoc,rep:2] [time 5082346]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000226] [file memory/input/pos_000226_src:000741+000412,time:5087581,execs:279388,op:run-splice,rep:4] [time 5087583]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000227] [file memory/input/pos_000227_src:000744,time:5099394,execs:281230,op:run-havoc,rep:16] [time 5099394]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000228] [file memory/input/pos_000228_src:000744+000688,time:5104315,execs:281316,op:run-splice,rep:4] [time 5104315]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000229] [file memory/input/pos_000229_src:000610,time:5105434,execs:281464,op:run-havoc,rep:2] [time 5105434]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000230] [file memory/input/pos_000230_src:000610,time:5106527,execs:281497,op:run-havoc,rep:4] [time 5106527]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000231] [file memory/input/pos_000231_src:000704,time:5110495,execs:281741,op:run-havoc,rep:4] [time 5110495]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000232] [file memory/input/pos_000232_src:000704,time:5111973,execs:281762,op:run-havoc,rep:2] [time 5111973]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000233] [file memory/input/pos_000233_src:000609,time:5114213,execs:281990,op:run-havoc,rep:2] [time 5114213]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000234] [file memory/input/pos_000234_src:000609+000569,time:5118618,execs:282047,op:run-splice,rep:2] [time 5118618]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000235] [file memory/input/pos_000235_src:000693,time:5120066,execs:282252,op:run-havoc,rep:4] [time 5120066]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000236] [file memory/input/pos_000236_src:000651,time:5129507,execs:282564,op:run-havoc,rep:4] [time 5129507]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000237] [file memory/input/pos_000237_src:000651,time:5129943,execs:282577,op:run-havoc,rep:8] [time 5129943]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000238] [file memory/input/pos_000238_src:000729,time:5133786,execs:282853,op:run-havoc,rep:2] [time 5133786]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000239] [file memory/input/pos_000239_src:000761,time:5137253,execs:283115,op:run-havoc,rep:4] [time 5137254]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000240] [file memory/input/pos_000240_src:000699,time:5167835,execs:285462,op:run-havoc,rep:2] [time 5167835]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000241] [file memory/input/pos_000241_src:000591+000317,time:5170616,execs:285894,op:run-splice,rep:4] [time 5170616]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000242] [file memory/input/pos_000242_src:000678,time:5171605,execs:286086,op:run-havoc,rep:2] [time 5171605]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000243] [file memory/input/pos_000243_src:000793,time:5208738,execs:288816,op:run-havoc,rep:2] [time 5208738]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000244] [file memory/input/pos_000244_src:000793,time:5208956,execs:288826,op:run-havoc,rep:4] [time 5208957]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000245] [file memory/input/pos_000245_src:000793,time:5212199,execs:289054,op:run-havoc,rep:4] [time 5212199]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000246] [file memory/input/pos_000246_src:000793,time:5212298,execs:289058,op:run-havoc,rep:4] [time 5212298]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000247] [file memory/input/pos_000247_src:000793,time:5213190,execs:289111,op:run-havoc,rep:8] [time 5213194]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000248] [file memory/input/pos_000248_src:000793,time:5214295,execs:289173,op:run-havoc,rep:8] [time 5214295]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000249] [file memory/input/pos_000249_src:000793,time:5214883,execs:289208,op:run-havoc,rep:4] [time 5214885]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000250] [file memory/input/pos_000250_src:000793,time:5216024,execs:289301,op:run-havoc,rep:4] [time 5216024]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000251] [file memory/input/pos_000251_src:000793,time:5217844,execs:289444,op:run-havoc,rep:2] [time 5217844]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000252] [file memory/input/pos_000252_src:000793,time:5221979,execs:289691,op:run-havoc,rep:2] [time 5221980]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000253] [file memory/input/pos_000253_src:000793,time:5222314,execs:289713,op:run-havoc,rep:4] [time 5222318]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000254] [file memory/input/pos_000254_src:000793,time:5222672,execs:289739,op:run-havoc,rep:4] [time 5222672]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000255] [file memory/input/pos_000255_src:000793,time:5226147,execs:289877,op:run-havoc,rep:2] [time 5226148]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000256] [file memory/input/pos_000256_src:000793+000287,time:5256331,execs:290278,op:run-splice,rep:4] [time 5256331]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000257] [file memory/input/pos_000257_src:000793+000287,time:5257168,execs:290352,op:run-splice,rep:8] [time 5257170]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000258] [file memory/input/pos_000258_src:000793+000554,time:5259551,execs:290455,op:run-splice,rep:8] [time 5259551]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000259] [file memory/input/pos_000259_src:000793+000639,time:5285165,execs:291024,op:run-splice,rep:4] [time 5285165]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000260] [file memory/input/pos_000260_src:000793+000692,time:5292597,execs:291769,op:run-splice,rep:4] [time 5292597]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000261] [file memory/input/pos_000261_src:000793+000692,time:5292694,execs:291772,op:run-splice,rep:4] [time 5292694]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000262] [file memory/input/pos_000262_src:000774,time:5297804,execs:292591,op:run-havoc,rep:2] [time 5297804]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000263] [file memory/input/pos_000263_src:000774,time:5297876,execs:292592,op:run-havoc,rep:4] [time 5297876]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000264] [file memory/input/pos_000264_src:000774+000785,time:5302470,execs:292797,op:run-splice,rep:2] [time 5302470]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000265] [file memory/input/pos_000265_src:000774+000417,time:5307051,execs:292910,op:run-splice,rep:16] [time 5307051]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000266] [file memory/input/pos_000266_src:000783,time:5310041,execs:293036,op:run-havoc,rep:4] [time 5310041]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000267] [file memory/input/pos_000267_src:000784,time:5324826,execs:293800,op:run-havoc,rep:4] [time 5324826]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000268] [file memory/input/pos_000268_src:000784+000164,time:5326383,execs:293907,op:run-splice,rep:8] [time 5326383]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000269] [file memory/input/pos_000269_src:000784+000661,time:5340959,execs:293946,op:run-splice,rep:2] [time 5340959]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000270] [file memory/input/pos_000270_src:000698,time:5352424,execs:294264,op:run-havoc,rep:4] [time 5352424]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000271] [file memory/input/pos_000271_src:000766,time:5357880,execs:294539,op:run-havoc,rep:8] [time 5357880]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000272] [file memory/input/pos_000272_src:000766,time:5358579,execs:294580,op:run-havoc,rep:2] [time 5358579]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000273] [file memory/input/pos_000273_src:000766,time:5358686,execs:294586,op:run-havoc,rep:4] [time 5358686]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000274] [file memory/input/pos_000274_src:000767,time:5365827,execs:294841,op:run-havoc,rep:2] [time 5365827]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000275] [file memory/input/pos_000275_src:000767,time:5366779,execs:294861,op:run-havoc,rep:4] [time 5366779]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000276] [file memory/input/pos_000276_src:000767,time:5367701,execs:294928,op:run-havoc,rep:4] [time 5367701]
